Start Date,End Date,Country Name,ISO,Location,Latitude,Longitude,Magnitude Value,Magnitude Scale,Disaster Type,Disaster subtype,Total deaths,Total affected,Total damage ($),Disaster Name,Disaster Year,Disaster No.
31/07/2012,7/8/12,Philippines (the),PHL,"Ilocos Sur, Pangasinan districts (Region I (Ilocos region) province), Cagayan district (Region II (Cagayan Valley) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac districts (Region III (Central Luzon) province), Batangas, Cavite, Laguna, Rizal district (Region IV-A (Calabarzon) province), Mindoro Occidental district (Region IV (Southern Tagalog) province), Aklan, Antique, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Lanao del Norte, Misamis Oriental districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Benguet, Ifugao, Kalinga, Mountain Province districts (Cordillera Administrative region (CAR) province), National Capital region (NCR) province",,,150,Kph,Storm,Tropical cyclone,58,949086,9821,GENER (SAOLA),2012,2012-0260
17/08/2012,17/08/2012,Viet Nam,VNM,"Yen Bai, Vinh Phuc, Quang Ninh, Hai Phong City provinces",,,,Kph,Storm,Tropical cyclone,17,60479,6800,KAI-TAK,2012,2012-0294
17/08/2012,17/08/2012,Philippines (the),PHL,"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) provinces",,,,Kph,Storm,Tropical cyclone,4,,3000,KAI-TAK,2012,2012-0294
20/08/2012,21/08/2012,Philippines (the),PHL,La Union district (Region I (Ilocos region) province),,,165,Kph,Storm,Tropical cyclone,11,5607,99,IGME (TEMBIN),2012,2012-0296
21/09/2012,24/09/2012,Philippines (the),PHL,"Muntinlupa city (Metropolitan Manila district, National Capital region (NCR) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province)",,,210,Kph,Storm,Tropical cyclone,4,7921,,LAWIN (JELAWAT),2012,2012-0374
10/10/12,10/10/12,Bangladesh,BGD,"Hatiya, Companiganj, Subarnarchar areas (Noakhali district, Chittagong province), Monpura, Charfasson areas (Bhola district, Barisal province), Sandwip, Mirsharai areas (Chittagong district, Chittagong province)",,,,Kph,Storm,Convective storm,108,129558,,,2012,2012-0385
25/10/2012,25/10/2012,Philippines (the),PHL,"National Capital region (NCR), Region I (Ilocos region), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region XIII (Caraga) province",,,,Kph,Storm,Tropical cyclone,36,108040,1339,SON TINH (OFEL),2012,2012-0406
28/10/2012,28/10/2012,Viet Nam,VNM,"Nghe An, Thanh Hoa, Ninh Binh, Nam Dinh, Thai Binh, Hai Phong City provinces",,,,Kph,Storm,Tropical cyclone,11,278490,336000,SON TINH (OFEL),2012,2012-0406
4/11/12,8/11/12,India,IND,"Andhra Pradesh, Tamil Nadu provinces",11.82,78.08,,Kph,Storm,Tropical cyclone,40,70000,,NILAM,2012,2012-0425
29/10/2012,31/10/2012,Sri Lanka,LKA,"Central, Eastern, North Central, North Western, Northern, Sabaragamuwa, Southern, Uva, Western provinces",,,,Kph,Storm,Tropical cyclone,,69000,57000,NILAM,2012,2012-0425
13/09/2012,14/09/2012,Philippines (the),PHL,"National Capital region (NCR), Region III (Central Luzon) provinces",,,,Kph,Storm,Tropical cyclone,1,1234,,KAREN,2012,2012-0434
3/10/12,3/10/12,Philippines (the),PHL,"Zambales district (Region III (Central Luzon) province), Mindoro Occidental district (Region IV (Southern Tagalog) province)",,,80,Kph,Storm,Tropical cyclone,,322,,MARCE (GAEMI),2012,2012-0463
4/12/12,4/12/12,Philippines (the),PHL,Region XI (Davao Region) province,,,260,Kph,Storm,Tropical cyclone,1901,6246664,898352,BOPHA,2012,2012-0500
25/12/2012,27/12/2012,Philippines (the),PHL,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",,,,Kph,Storm,Tropical cyclone,24,241606,5526,WUKONG (QUINTA),2012,2012-0540
25/01/2012,25/01/2012,Indonesia,IDN,"Dki Jakarta, Jawa Tengah, Jawa Timur, Jawa Barat provinces",,,,Kph,Storm,Convective storm,16,10060,1000,IGGY,2012,2012-0558
25/02/2012,25/02/2012,Indonesia,IDN,"Sulawesi Selatan, Sumatera Utara provinces",,,,Kph,Storm,Convective storm,5,490,,,2012,2012-0561
3/1/13,10/1/13,Philippines (the),PHL,"Palawan, Mindoro Oriental districts (Region IV (Southern Tagalog) province), Zamboanga Del Norte district (Region IX (Zamboanga Peninsula) province), Compostela, Davao del Norte districts (Region XI (Davao Region) province)",,,,Kph,Storm,Tropical cyclone,1,10597,,AURING,2013,2013-0036
22/03/2013,22/03/2013,Bangladesh,BGD,"Sadar, Akhaura, Bijoynagar areas (Brahamanbaria district, Chittagong province)",,,,Kph,Storm,Convective storm,31,8543,20000,,2013,2013-0085
29/03/2013,30/03/2013,India,IND,Uttar Pradesh province,,,,Kph,Storm,Convective storm,9,,,,2013,2013-0090
29/03/2013,30/03/2013,Bangladesh,BGD,"Natore, Naogaon districts (Rajshahi province)",,,,Kph,Storm,Convective storm,2,25020,,,2013,2013-0090
16/05/2013,16/05/2013,Bangladesh,BGD,"Patuakhali, Bhola, Barguna districts (Barisal province)",,,,Kph,Storm,Tropical cyclone,17,1498644,,MAHASEN,2013,2013-0138
16/05/2013,16/05/2013,India,IND,Andhra Pradesh province,,,,Kph,Storm,Tropical cyclone,8,4,,MAHASEN,2013,2013-0138
13/05/2013,16/05/2013,Sri Lanka,LKA,"Central, Eastern, North Central, North Western, Northern, Sabaragamuwa, Southern, Uva, Western provinces",,,,Kph,Storm,Tropical cyclone,7,7339,,MAHASEN,2013,2013-0138
30/06/2013,30/06/2013,Philippines (the),PHL,"Region III (Central Luzon), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",,,,Kph,Storm,Tropical cyclone,7,3596,1000,RUMBIA,2013,2013-0258
12/8/13,15/08/2013,Philippines (the),PHL,"Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon) provinces",,,,Kph,Storm,Tropical cyclone,18,395730,32431,UTOR (LABUYO),2013,2013-0272
2/8/13,3/8/13,Viet Nam,VNM,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai provinces",,,,Kph,Storm,Tropical cyclone,7,5011,1000,JEBI,2013,2013-0341
21/09/2013,22/09/2013,Philippines (the),PHL,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon), Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas) provinces",,,,Kph,Storm,Tropical cyclone,5,72696,,USAGI (ODETTE),2013,2013-0373
20/02/2013,21/02/2013,Philippines (the),PHL,"Mindoro Oriental district (Region IV (Southern Tagalog) province), Leyte district (Region VIII (Eastern Visayas) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province), Bukidnon, Lanao del Norte districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Agusan del Norte district (Region XIII (Caraga) province), Maguindanao district (Autonomous region in Muslim Mindanao (ARMM) province), Region VII (Central Visayas), Region XI (Davao Region) provinces",,,,Kph,Storm,Tropical cyclone,6,262884,1680,CRISING (SHANSHAN),2013,2013-0378
12/10/13,14/10/2013,India,IND,"Orissa, Andhra Pradesh, Jharkhand, Bihar, West Bengal, Chhattisgarh provinces",,,200,Kph,Storm,Tropical cyclone,47,13230000,633471,PHAILIN,2013,2013-0401
30/09/2013,15/10/2013,Viet Nam,VNM,"Binh Dinh, Quang Binh, Quang Nam, Quang Ngai, Ha Tinh, Quang Tri, Thua Thien - Hue, Khanh Hoa, Nghe An, Da Nang City, Phu Yen, Thanh Hoa provinces",,,194,Kph,Storm,Tropical cyclone,36,1835585,663230,WUTIP,2013,2013-0419
12/10/13,14/10/2013,Philippines (the),PHL,"Nueva Vizcaya district (Region II (Cagayan Valley) province), Pangasinan district (Region I (Ilocos region) province), Region III (Central Luzon) province",,,,Kph,Storm,Tropical cyclone,20,871755,96723,NARI (SANTI),2013,2013-0430
10/10/13,15/10/2013,Viet Nam,VNM,"Da Nang City, Quang Nam, Thua Thien - Hue, Quang Ngai provinces",,,133,Kph,Storm,Tropical cyclone,20,109754,76000,NARI (SANTI),2013,2013-0430
8/11/13,8/11/13,Philippines (the),PHL,"Samar, Leyte districts (Region VIII (Eastern Visayas) province), Cebu district (Region VII (Central Visayas) province), Iloilo, Capiz, Aklan districts (Region VI (Western Visayas) province), Palawan district (Region IV (Southern Tagalog) province)",,,275,Kph,Storm,Tropical cyclone,7354,16106870,10000000,HAIYAN (YOLANDA),2013,2013-0433
11/11/13,11/11/13,Viet Nam,VNM,"Quang Ninh, Hai Phong City, Bac Giang, Quang Ngai, Thanh Hoa, Nghe An, Ha Tinh, Quang Tri, Thua Thien - Hue, Da Nang City, Quang Nam provinces",,,102,Kph,Storm,Tropical cyclone,16,13094,734000,HAIYAN (YOLANDA),2013,2013-0433
31/10/2013,31/10/2013,Philippines (the),PHL,"Ilocos Norte district (Region I (Ilocos region) province), Cagayan district (Region II (Cagayan Valley) province), Apayao district (Cordillera Administrative region (CAR) province)",,,,Kph,Storm,Tropical cyclone,4,220443,4729,KROSA (VINTA),2013,2013-0437
5/10/13,6/10/13,India,IND,"Bihar, Jharkhand provinces",,,,Kph,Storm,Convective storm,32,,,,2013,2013-0482
22/11/2013,22/11/2013,India,IND,"Krishna, Guntur, East Godavari, West Godavari, Vishakhapatnam districts (Andhra Pradesh province)",,,65,Kph,Storm,Tropical cyclone,10,,262000,HELEN,2013,2013-0515
19/01/2014,20/01/2014,Philippines (the),PHL,"North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Autonomous region in Muslim Mindanao (ARMM), Region X (Northern Mindanao), Region XI (Davao Region), Region XIII (Caraga) provinces",,,,Kph,Storm,Tropical cyclone,79,1148707,12591,AGATON ( (LINGLING),2014,2014-0020
31/01/2014,1/2/14,Philippines (the),PHL,"Antique, Negros Occidental districts (Region VI (Western Visayas) province), Cebu (Region VII (Central Visayas) province), Biliran, Leyte, Southern Leyte districts (Region VIII (Eastern Visayas) province), Agusan del Norte, Dinagat, Surigao del Norte districts (Region XIII (Caraga) province)",,,,Kph,Storm,Tropical cyclone,6,47740,3200,BASYANG (KAJIKI),2014,2014-0055
10/3/14,12/3/14,India,IND,"Doda, Bhaderwah, Thathri, Gandoh, Bhallessa villages (Kishtwar (72809) district, Jammu and Kashmir (40427) province), Kora Pani, Tangdhar villages (Kupwara (72786) district, Jumma and Kashmir (40431) province)",,,,Kph,Storm,Convective storm,17,9610,,,2014,2014-0106
27/04/2014,28/04/2014,Bangladesh,BGD,"Sunamganj district (Sylhet province), Tangail, Netrakona districts (Dhaka province), Naogaon district (Rajshahi province)",,,,Kph,Storm,Convective storm,16,4012,,,2014,2014-0135
30/05/2014,31/05/2014,India,IND,"Ghaziabad district (Utar Pradesh province), Delhi, West Bengal provinces",,,,Kph,Storm,Convective storm,15,26,,,2014,2014-0182
15/07/2014,15/07/2014,Philippines (the),PHL,"National Capital region (NCR), Region III (Central Luzon), Region IV-A (Calabarzon), Region IV (Southern Tagalog), Region V (Bicol region), Region VIII (Eastern Visayas) provinces",,,150,Kph,Storm,Tropical cyclone,111,4654966,820576,RAMMASUN (GLENDA),2014,2014-0227
19/07/2014,20/07/2014,Viet Nam,VNM,Mong Cai Township district (Quang Ninh province),,,,Kph,Storm,Tropical cyclone,27,36000,6200,RAMMASUN (GLENDA),2014,2014-0227
22/07/2014,23/07/2014,Philippines (the),PHL,"Region II, Region IV-A, Region IV provinces",,,,Kph,Storm,Tropical cyclone,2,683,,HENRY (MATMO),2014,2014-0240
11/6/14,11/6/14,Bangladesh,BGD,Faridpur district (Dhaka province),,,,Kph,Storm,Convective storm,4,1250,,,2014,2014-0244
17/09/2014,22/09/2014,Philippines (the),PHL,"Dagupan, Lingayen areas (Pangasinan district, Region I (Ilocos region) province), Pampanga district (Region III (Central Luzon) province), Metropolitan Manila district (National Capital region (NCR) province)",,,85,Kph,Storm,Tropical cyclone,22,2052157,75783,FUNG-WONG (MARIO),2014,2014-0330
16/09/2014,16/09/2014,Viet Nam,VNM,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Ha Tinh, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Nghe An, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai provinces",,,130,Kph,Storm,Tropical cyclone,11,11325,4500,KALMAEGI (LUIS),2014,2014-0390
10/9/14,16/09/2014,Philippines (the),PHL,"Ilocos Norte, La Union, Pangasinan districts (Region I (Ilocos region) province), Cagayan, Isabela, Nueva Vizcaya districts (Region II (Cagayan Valley) province), Negros Occidental district (Region VI (Western Visayas) province), Rizal district (Region IV-A (Calabarzon) province), Apayao, Benguet, Kalinga districts (Cordillera Administrative region (CAR) province), National Capital region (NCR), Region III (Central Luzon) provinces",,,130,Kph,Storm,Tropical cyclone,4,431086,19183,KALMAEGI (LUIS),2014,2014-0390
12/10/14,12/10/14,India,IND,"Vishakhapatnam, Gangavaram towns (Vishakhapatnam district, Andhra Pradesh province), Baragarh, Bolangir, Boudh, Gajapati, Ganjam, Kalahandi, Kandhamal, Khordha, Koraput, Malkangiri, Nabarangpur, Nayagarh, Nuapada, Puri, Rayagada, Sonepur districts (Orissa province), Chhattisgarh province",,,215,Kph,Storm,Tropical cyclone,53,920000,7000000,HUDHUD,2014,2014-0392
14/10/2014,14/10/2014,Nepal,NPL,"Manang area (Gandaki district, Western province), Mustang area (Dhawalagiri district, Western province)",,,,Kph,Storm,Convective storm,83,175,,,2014,2014-0416
27/11/2014,28/11/2014,Philippines (the),PHL,"Palawan district (Region IV (Southern Tagalog) province), Negros Occidental district (Region VI (Western Visayas) province), Bohol, Cebu, Negros Oriental districts (Region VII (Central Visayas) province), Southern Leyte district (Region VIII (Eastern Visayas) province), Misamis Occidental, Misamis Oriental districts (Region X (Northern Mindanao) province), Davao del Sur district (Region XI (Davao Region) province), Dinagat, Surigao del Norte, Surigao del Sur districts (Region XIII (Caraga) province)",,,,Kph,Storm,Tropical cyclone,12,4695,,SINLAKU (QUEENIE),2014,2014-0474
30/11/2014,30/11/2014,Viet Nam,VNM,"Phu Yen, Binh Dinh provinces",,,,Kph,Storm,Tropical cyclone,,750,,SINLAKU (QUEENIE),2014,2014-0474
12/12/14,12/12/14,Philippines (the),PHL,"Bataan district (Region III (Central Luzon) province), Agusan Del Norte, Agusan Del Sur, Surigao Del Sur, Surigao Del Norte districts (Region XIII (Caraga) province), National Capital region (NCR), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",,,210,Kph,Storm,Tropical cyclone,18,4150400,113878,HAGUPIT (RUBY),2014,2014-0479
28/12/2014,31/12/2014,Philippines (the),PHL,"Palawan district (Region IV (Southern Tagalog) province), Antique, Capiz, Negros Occidental districts (Region VI (Western Visayas) province), Bohol, Cebu, Siquijor districts (Region VII (Central Visayas) province), Leyte, Samar, Southern Leyte districts (Region VIII (Eastern Visayas) province), Zamboanga Del Sur district (Region IX (Zamboanga Peninsula) province), Bukidnon, Camiguin, Lanao del Norte, Misamis Oriental districts (Region X (Northern Mindanao) province), Compostela, Davao del Norte, Davao Oriental districts (Region XI (Davao Region) province), Region XIII (Caraga) province",,,210,Kph,Storm,Tropical cyclone,72,578549,17688,JANGMI (SENIANG),2014,2014-0497
16/03/2014,16/03/2014,Thailand,THA,"Chiang Mai, Chiang Rai, Lampang, Lamphun, Mae Hong Son, Nan, Phayao, Phrae, Sukhothai, Tak, Uttaradit provinces",,,,Kph,Storm,Convective storm,,2000,,,2014,2014-0537
17/04/2014,20/04/2014,India,IND,Uttar Pradesh province,,,,Kph,Storm,Convective storm,27,,,,2014,2014-0538
6/3/14,7/3/14,India,IND,Hyderabad district (Andhra Pradesh province),,,,Kph,Storm,Convective storm,7,1928,,,2014,2014-0551
19/01/2015,19/01/2015,Philippines (the),PHL,"Albay, Camarines Norte, Catanduanes, Sorsogon districts (Region V (Bicol region) province), Cebu district (Region VII (Central Visayas) province), Eastern Samar, Samar districts (Region VIII (Eastern Visayas) province)",,,,Kph,Storm,Tropical cyclone,2,21687,1000,AMANG (MEKKHALA),2015,2015-0017
6/4/15,6/4/15,Philippines (the),PHL,"Isabela district (Region II (Cagayan Valley) province), Aurora district (Region III (Central Luzon) province)",,,200,Kph,Storm,Tropical cyclone,,2761,,MAYSAK,2015,2015-0105
1/4/15,7/4/15,Bangladesh,BGD,"Bogra, Rajshahi, Naogaon, Sirajganj, Pabna districts (Rajshahi province), Brahamanbaria district (Chittagong province), Dhaka districts (Dhaka province)",,,,Kph,Storm,Convective storm,53,20200,4000,,2015,2015-0118
4/4/15,5/4/15,Myanmar,MMR,"Chin, Kachin, Sagaing, Shan (N) provinces",,,,Kph,Storm,Convective storm,3,,,,2015,2015-0118
4/4/15,5/4/15,India,IND,Tripura province,,,,Kph,Storm,Convective storm,1,10000,3000,,2015,2015-0118
6/3/15,18/03/2015,India,IND,"Gujarat, Punjab, Himachal Pradresh, Haryana, Maharashtra, Bihar, Uttar Pradesh, Madhya Pradesh, Rajasthan, Jammu and Kashmir, Uttarakhand, West Bengal provinces",,,,Kph,Storm,Convective storm,27,,906000,,2015,2015-0126
21/04/2015,21/04/2015,India,IND,"Purnia, Madhepura, Madhubani, Supaul, Sitamarhi districts (Bihar province)",,,150,Kph,Storm,Convective storm,100,125100,160000,,2015,2015-0164
11/5/15,11/5/15,Philippines (the),PHL,"Benito Soliven, Dinapigue, Dilvilacan, Maconacon, Palanan areas (Isabela district, Region II (Cagayan Valley) province), Aparri, Buguey, Calayan, Gonzaga, Santa Ana, Santa Teresita areas (Cagayan district, Region II (Cagayan Valley) province)",,,220,Kph,Storm,Tropical cyclone,2,523,348,NOUL (DODONG),2015,2015-0176
2/5/15,3/5/15,Bangladesh,BGD,"Sunamganj district (Sylhet province), Jamalpur, Sherpur, Mymensingh districts (Dhaka province), Gaibandha, Dinajpur districts (Rangpur province), Bagerhat district (Khulna province)",,,,Kph,Storm,Convective storm,13,,,,2015,2015-0213
12/7/15,12/7/15,Philippines (the),PHL,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley) provinces",,,,Kph,Storm,Tropical cyclone,5,14100,1500000,CHAN-HOME,2015,2015-0244
24/06/2015,29/06/2015,Viet Nam,VNM,Son La province,,,,Kph,Storm,Tropical cyclone,7,115,,KUJIRA,2015,2015-0252
4/7/15,5/7/15,Philippines (the),PHL,"Ilocos Norte, Ilocos Sur, La Union districts (Region I (Ilocos region) province), Palawan district (Region IV (Southern Tagalog) province), Benguet, Abra, Kalinga districts (Cordillera Administrative region (CAR) province)",,,,Kph,Storm,Tropical cyclone,,55567,2218,LINFA (EGAY),2015,2015-0278
29/07/2015,30/07/2015,Bangladesh,BGD,"Cox's Bazar, Chittagong, Noakhali, Feni, Bandarban districts (Chittagong province), Patuakhali, Bhola, Barguna districts (Barisla province)",,,,Kph,Storm,Tropical cyclone,45,2600000,40000,KOMEN,2015,2015-0309
5/8/15,5/8/15,Philippines (the),PHL,"Janiuary area (Iloilo district, Region VI (Western Visayas) province), Valladolid area (Negros Occidental district, Region VI (Western Visayas) province), San Lorenzo area (Guimaras district, Region VI (Western Visayas) province), Bayawan, Siaton areas (Negros Oriental district, Region VII (Central Visayas) province), Kapatagan, Laia, Sapad areas (Lanao Del Norte district, Region X (Northern Mindanao) province)",,,,Kph,Storm,Tropical cyclone,,3843,,SOUDELOR (HANNA),2015,2015-0339
22/08/2015,22/08/2015,Philippines (the),PHL,"Ilocos Norte, Ilocos Sur districts (Region I (Ilocos region) province), Region II (Cagayan Valley), Cordillera Administrative region (CAR) provinces",,,252,Kph,Storm,Tropical cyclone,40,318383,30299,GONI (INENG),2015,2015-0371
6/9/15,6/9/15,India,IND,"Deogarh, Nabarangpur, Malkangiri districts (Orissa province), Andhra Pradesh province",,,,Kph,Storm,Convective storm,32,,,,2015,2015-0450
14/10/2015,20/10/2015,Philippines (the),PHL,"Camarines Norte, Catanduanes districts (Region V (Bicol region) province), Cordillera Administrative region(CAR), National Capital region (NCR) province, Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) provinces",16.691,121.24,210,Kph,Storm,Tropical cyclone,51,2898590,210985,KOPPU (LANDO),2015,2015-0462
2/10/15,2/10/15,Philippines (the),PHL,"Benguet district (Cordillera Administrative region (CAR) province), La Union, Pangasinan districts (Region I (Ilocos region) province), Aurora, Bulacan, Nueva Ecija districts (Region III (Central Luzon) province)",,,,Kph,Storm,Tropical cyclone,2,3500,1300,MUJIGAE,2015,2015-0490
14/12/2015,15/12/2015,Philippines (the),PHL,"Nueva Vizcaya district (Region II (Cagayan Valley) province), Quezon, Batangas districts (Region IV-A (Calabarzon) province), Marinduque, Mindoro Oriental, Mindoro Occidental, Romblon districts (Region IV (Southern Tagalog) province), Catanduanes, Albay, Masbate, Sorsogon districts (Region V (Bicol region) province), Biliran districts (Region VII (Central Visayas) province), Samar, Northern Samar districts (Region VIII (Eastern Visayas) province), Quezon City area (Metropolitan Manila district, National Capital region (NCR) province)",,,185,Kph,Storm,Tropical cyclone,46,287251,135217,MELOR (NONA),2015,2015-0543
19/05/2015,19/05/2015,India,IND,Andhra Pradesh province,,,,Kph,Storm,Convective storm,23,,,,2015,2015-0600
23/05/2015,23/05/2015,Bangladesh,BGD,Dinajpur,,,,Kph,Storm,Convective storm,6,40050,,,2015,2015-0601
3/10/15,4/10/15,India,IND,Maharashtra province,,,,Kph,Storm,Convective storm,29,,,,2015,2015-0604
21/04/2016,23/04/2016,Myanmar,MMR,"Sagaing, Madalay, Magway, Shan, Shin provinces",,,,Kph,Storm,Convective storm,14,12012,2000,,2016,2016-0138
13/05/2016,15/05/2016,Bangladesh,BGD,"Dhaka (JatrabarhiÕs Konaparha), Rajshahi (Mohanpur, Durgapur, Gogagarhi), Sirajgani (Raiganj, Ullaparha), Pabna (Sujanagar, Berha), Rajbari, Kishoreganj (Hossainpur, Tarhail, Bajitpur), Brahmanbarhia (Sarail, Banchharampur), Gazipur (Kapasia), Bogra (Sherpur), Natore (Lalpur), Habiganj (Baniachong), Naogaon (Atrai), Nilphamari (Kishoreganj)",,,,Kph,Storm,Convective storm,59,,,,2016,2016-0154
21/05/2016,21/05/2016,Bangladesh,BGD,"Barisal; Noakhali, Lakshmipur, Chandpur (Chittagong); CoxÕs Bazar, Bhola, Barguna, Patuakhali",,,,Kph,Storm,Tropical cyclone,28,1203555,600000,ROANU,2016,2016-0175
29/04/2016,3/5/16,Myanmar,MMR,"Mandalay city (Mandalay district, Mandalay province)",,,,Kph,Storm,Convective storm,18,87944,2600,,2016,2016-0189
12/6/16,12/6/16,India,IND,"Muzaffarpur, Patna, Siwan districts (Bihar province)",,,,Kph,Storm,Convective storm,11,,,,2016,2016-0234
20/06/2016,21/06/2016,India,IND,"Bihar, Uttar Pradesh, Jharkhand, Madhya Pradesh provinces",,,,Kph,Storm,Convective storm,93,,,,2016,2016-0237
8/7/16,8/7/16,Philippines (the),PHL,"Zambales, Battan (Region III); Rizal, Batangas (Region IV)",,,,Kph,Storm,Tropical cyclone,2,3359,,BUTCHOY (NEPARTAK),2016,2016-0256
28/07/2016,28/07/2016,Viet Nam,VNM,"Nam Dinh, Thai Binh and Ninh Binh provinces",,,88,Kph,Storm,Tropical cyclone,1,191750,191000,MIRINAE,2016,2016-0268
16/09/2016,16/09/2016,Philippines (the),PHL,"Ilocos Norte district (Region I (Ilocos region) province), Batanes, Cagayan districts (Region II (Cagayan valley) province)",,,,Kph,Storm,Tropical cyclone,,16648,4913,FERDIE (MERANTI),2016,2016-0342
13/10/2016,15/10/2016,Viet Nam,VNM,"Thua Thien-Hue, Quang Tri, Quang Binh, Ha Tinh, Nghe An provinces",,,,Kph,Storm,Tropical cyclone,34,610000,350000,AERE,2016,2016-0362
16/10/2016,19/10/2016,Philippines (the),PHL,"Pangasinan district (Region I (Ilocos region) province), Nueva Vizcaya, Quirino, Isabela districts (Region II (Cagayan valley) province), Aurora, Bulacan, Nueva Ecija, Zambales districts (Region III (Central Luzon) province), Quezon, Rizal, Laguna, Cavite, Batangas districts (Region IV-A (Calabarzon) province), Albay, Catanduanes, Camarines Sur, Camarines Norte, Sorsogon districts (Region V (Bicol region) province)",,,210,Kph,Storm,Tropical cyclone,,52270,11490,KAREN (SARIKA),2016,2016-0363
19/10/2016,21/10/2016,Philippines (the),PHL,"Ilocos Norte, Ilocos Sur, La Union, Pangasinan districts (Region I (Ilocos region) province), Cagayan, Isabela, Nueva Vizcaya, Quirino districts (Region II (Cagayan valley) province), Aurora, Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales districts (Region III (Central Luzon) province), Batangas, Quezon, Rizal districts (Regio IV-A (Calabarzon) province), Camarines Norte, Sorgoson (Region V (Bicol region) province)), Abra, Apayao, Benguet, Ifugao, Kalinga, Mountain province (Cordillera Administrative region (CAR))",,,215,Kph,Storm,Tropical cyclone,8,981154,50690,LAWIN (HAIMA),2016,2016-0364
2/8/16,2/8/16,Viet Nam,VNM,"Muong Kuon, Bao Xat, Bao Thang, Sa Pa",,,,Kph,Storm,--,25,182500,144000,CARINA (NIDA),2016,2016-0371
29/07/2016,29/07/2016,Philippines (the),PHL,"Ilocos Norte, Ilocos Sur districts (Region I (Ilocos region) province), Cagayan, Isabela districts (Region II (Cagayan valley) province), Iloilo district (Region VI (Western Visaya) province), Northern Samar district (Region VIII (Eastern Visayas) province), Region IV (Southern Tagalog), CAR, provinces",,,,Kph,Storm,--,,8809,,CARINA (NIDA),2016,2016-0371
18/08/2016,21/08/2016,Viet Nam,VNM,"Hai Phong City, Quang Ninh, Yen Bai, Phu Tho, Lai Chau, Dien Bien, Son La, Hoa Binh, Than Hoa, Lao Cai, Bac Giang, Nghe An provinces",,,,Kph,Storm,Tropical cyclone,11,11090,157,DIANMU,2016,2016-0379
23/11/2016,25/11/2016,Philippines (the),PHL,"Romblon, Mindoro Oriental (Region IV (Southern Tagalog) province), Antique, Capiz, Aklan, Iloilo (Region VI (Western Visayas) province), Leyte (Region VIII (Eastern Visayas) province), Surigao del Sur, Surigao del Norte, Dinagat (Region XIII (Caraga) province)",,,55,Kph,Storm,Tropical cyclone,,14309,,MARCE (TOKAGE),2016,2016-0456
12/12/16,14/12/2016,India,IND,Chennai district (Tamil Nadu province); Andhra Pradesh,,,140,Kph,Storm,Tropical cyclone,24,,1000000,VARDAH,2016,2016-0485
28/09/2016,28/09/2016,Philippines (the),PHL,"Meycauayan city, Marilao, Sta. Maria (Bulacan province)",,,,Kph,Storm,Tropical cyclone,,1559,,HELEN (MEGI),2016,2016-0490
